2024-08-12 13:32:16,088 INFO    StreamThr :99503 [internal.py:wandb_internal():85] W&B internal server running at pid: 99503, started at: 2024-08-12 13:32:16.087661
2024-08-12 13:32:16,089 DEBUG   HandlerThread:99503 [handler.py:handle_request():158] handle_request: status
2024-08-12 13:32:16,111 INFO    WriterThread:99503 [datastore.py:open_for_write():87] open: /Users/amir/PycharmProjects/Medfair/MEDFAIR/wandb/run-20240812_133216-uf8r4g5l/run-uf8r4g5l.wandb
2024-08-12 13:32:16,111 DEBUG   SenderThread:99503 [sender.py:send():391] send: header
2024-08-12 13:32:16,132 DEBUG   SenderThread:99503 [sender.py:send():391] send: run
2024-08-12 13:32:17,764 INFO    SenderThread:99503 [dir_watcher.py:__init__():211] watching files in: /Users/amir/PycharmProjects/Medfair/MEDFAIR/wandb/run-20240812_133216-uf8r4g5l/files
2024-08-12 13:32:17,764 INFO    SenderThread:99503 [sender.py:_start_run_threads():1200] run started: uf8r4g5l with start time 1723456936.087394
2024-08-12 13:32:17,778 DEBUG   HandlerThread:99503 [handler.py:handle_request():158] handle_request: check_version
2024-08-12 13:32:17,779 DEBUG   SenderThread:99503 [sender.py:send_request():418] send_request: check_version
2024-08-12 13:32:19,245 DEBUG   HandlerThread:99503 [handler.py:handle_request():158] handle_request: run_start
2024-08-12 13:32:19,251 DEBUG   HandlerThread:99503 [system_info.py:__init__():26] System info init
2024-08-12 13:32:19,251 DEBUG   HandlerThread:99503 [system_info.py:__init__():41] System info init done
2024-08-12 13:32:19,251 INFO    HandlerThread:99503 [system_monitor.py:start():194] Starting system monitor
2024-08-12 13:32:19,251 INFO    SystemMonitor:99503 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-12 13:32:19,252 INFO    HandlerThread:99503 [system_monitor.py:probe():214] Collecting system info
2024-08-12 13:32:19,254 INFO    SystemMonitor:99503 [interfaces.py:start():188] Started cpu monitoring
2024-08-12 13:32:19,255 INFO    SystemMonitor:99503 [interfaces.py:start():188] Started disk monitoring
2024-08-12 13:32:19,255 INFO    SystemMonitor:99503 [interfaces.py:start():188] Started gpuapple monitoring
2024-08-12 13:32:19,259 INFO    SystemMonitor:99503 [interfaces.py:start():188] Started memory monitoring
2024-08-12 13:32:19,260 INFO    SystemMonitor:99503 [interfaces.py:start():188] Started network monitoring
2024-08-12 13:32:19,646 DEBUG   HandlerThread:99503 [system_info.py:probe():152] Probing system
2024-08-12 13:32:19,651 DEBUG   HandlerThread:99503 [system_info.py:_probe_git():137] Probing git
2024-08-12 13:32:19,672 DEBUG   HandlerThread:99503 [system_info.py:_probe_git():145] Probing git done
2024-08-12 13:32:19,672 DEBUG   HandlerThread:99503 [system_info.py:probe():200] Probing system done
2024-08-12 13:32:19,672 DEBUG   HandlerThread:99503 [system_monitor.py:probe():223] {'os': 'macOS-14.4.1-arm64-arm-64bit', 'python': '3.9.6', 'heartbeatAt': '2024-08-12T10:02:19.646856', 'startedAt': '2024-08-12T10:02:16.081547', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'Untitled8.ipynb', 'codePathLocal': 'Untitled8.ipynb', 'root': '/Users/amir/PycharmProjects/Medfair/MEDFAIR', 'git': {'remote': 'https://github.com/ys-zong/MEDFAIR.git', 'commit': '2fae4241b6281c974a07ad35e4fb9f839825c84c'}, 'email': 'amir1374m@gmail.com', 'host': 'Amirs-MacBook-Pro.local', 'username': 'amir', 'executable': '/Users/amir/Documents/Projects/Python/Medfair/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 9.539630889892578}}, 'gpuapple': {'type': 'Apple M1 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-08-12 13:32:19,672 INFO    HandlerThread:99503 [system_monitor.py:probe():224] Finished collecting system info
2024-08-12 13:32:19,672 INFO    HandlerThread:99503 [system_monitor.py:probe():227] Publishing system info
2024-08-12 13:32:19,673 INFO    HandlerThread:99503 [system_monitor.py:probe():229] Finished publishing system info
2024-08-12 13:32:19,678 DEBUG   SenderThread:99503 [sender.py:send():391] send: files
2024-08-12 13:32:19,678 INFO    SenderThread:99503 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-08-12 13:32:19,771 INFO    Thread-12 :99503 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/amir/PycharmProjects/Medfair/MEDFAIR/wandb/run-20240812_133216-uf8r4g5l/files/wandb-metadata.json
2024-08-12 13:32:19,785 DEBUG   HandlerThread:99503 [handler.py:handle_request():158] handle_request: python_packages
2024-08-12 13:32:19,785 DEBUG   SenderThread:99503 [sender.py:send_request():418] send_request: python_packages
2024-08-12 13:32:19,786 DEBUG   SenderThread:99503 [sender.py:send():391] send: telemetry
2024-08-12 13:32:19,786 DEBUG   HandlerThread:99503 [handler.py:handle_request():158] handle_request: stop_status
2024-08-12 13:32:19,786 DEBUG   HandlerThread:99503 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-12 13:32:19,786 DEBUG   SenderThread:99503 [sender.py:send_request():418] send_request: stop_status
2024-08-12 13:32:19,788 DEBUG   HandlerThread:99503 [handler.py:handle_request():158] handle_request: pause
2024-08-12 13:32:19,788 INFO    HandlerThread:99503 [handler.py:handle_request_pause():724] stopping system metrics thread
2024-08-12 13:32:19,788 INFO    HandlerThread:99503 [system_monitor.py:finish():203] Stopping system monitor
2024-08-12 13:32:19,788 INFO    HandlerThread:99503 [interfaces.py:finish():200] Joined cpu monitor
2024-08-12 13:32:19,789 DEBUG   SystemMonitor:99503 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-08-12 13:32:19,789 INFO    HandlerThread:99503 [interfaces.py:finish():200] Joined disk monitor
2024-08-12 13:32:19,789 DEBUG   SystemMonitor:99503 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-08-12 13:32:19,789 INFO    HandlerThread:99503 [interfaces.py:finish():200] Joined gpuapple monitor
2024-08-12 13:32:19,789 DEBUG   SystemMonitor:99503 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-08-12 13:32:19,789 INFO    HandlerThread:99503 [interfaces.py:finish():200] Joined memory monitor
2024-08-12 13:32:19,789 INFO    HandlerThread:99503 [interfaces.py:finish():200] Joined network monitor
